Symbol;Name;Stock Exchange;Sec Type;Date of first trade ;Date (RT Last);Avg Daily Price (LOCAL);Curncy Iso;Market Value in millions ;FR RBICS Name Sector;ISIN;Average Daily Volume;Trading Value Local;Trading Value EUR;Filter
BDFF4Y;Edgeware AB;OMX NORDIC STOCKHOLM;SHARE;09-12-2016;07-01-2021;17,0;SEK;;Media and Publishing Services;SE0009268360;77.096,6;1308982,82;115839,1876;BEHOLD
BDFW2V;Botnia Gold AB;OMX NORDIC STOCKHOLM;SHARE;14-12-2009;13-05-2026;9,4;SEK;450,9;Mining and Mineral Products;SE0010494708;28.178,9;265575,4799;23502,25486;FJERN
BDFXJ9;Calliditas Therapeutics AB;OMX NORDIC STOCKHOLM;SHARE;29-06-2018;10-10-2024;97,5;SEK;6.821,7;Biopharmaceuticals;SE0010441584;218.223,5;21278558,86;1883058,306;BEHOLD
BDFZQ3;Seafire AB;OMX NORDIC STOCKHOLM;SHARE;21-01-2005;13-05-2026;41,8;SEK;321,3;Manufactured Products;SE0009779796;21.113,2;881969,5336;78050,4012;FJERN
BDH490;Qiiwi Games AB;OMX NORDIC STOCKHOLM;SHARE;13-10-2017;13-05-2026;17,9;SEK;20,0;Software and Consulting;SE0010245373;26.487,0;474669,4525;42006,14624;FJERN
BDHFV6;AcadeMedia AB;OMX NORDIC STOCKHOLM;SHARE;15-06-2016;13-05-2026;61,2;SEK;8.247,7;Household Services;SE0007897079;197.405,9;12074106,83;1068505,029;BEHOLD
BDQQ1Q;Holmen AB Class B;OMX NORDIC STOCKHOLM;SHARE;02-01-1985;13-05-2026;230,4;SEK;54.377,2;Manufactured Products;SE0011090018;309.127,0;71230588,98;6303591,945;BEHOLD
BDR0BF;Gasporox AB;OMX NORDIC STOCKHOLM;SHARE;25-10-2016;13-05-2026;10,7;SEK;70,0;Industrial Manufacturing;SE0008991624;9.764,7;104350,5181;9234,559124;FJERN
BDRJH3;mySafety Group AB Class B;OMX NORDIC STOCKHOLM;SHARE;20-05-1998;13-05-2026;17,7;SEK;369,6;Software and Consulting;SE0010769182;13.291,0;234882,6269;20786,07318;FJERN
BDT5T1;Freemelt Holding AB;OMX NORDIC STOCKHOLM;SHARE;07-07-2021;13-05-2026;5,1;SEK;275,6;Hardware;SE0011167170;275.987,3;1394751,774;123429,3606;BEHOLD
BDTM3V;Maximum Entertainment AB Class B;OMX NORDIC STOCKHOLM;SHARE;23-11-2018;13-05-2026;11,4;SEK;12,7;Software and Consulting;SE0011725506;77.839,3;889836,854;78746,62424;FJERN
BDTYQ6;Iconovo AB;OMX NORDIC STOCKHOLM;SHARE;06-04-2018;13-05-2026;33,4;SEK;60,5;Healthcare Equipment;SE0010868943;23.113,6;772515,2455;68364,18102;FJERN
BDTYV8;Bioservo Technologies AB;OMX NORDIC STOCKHOLM;SHARE;22-05-2017;11-01-2024;9,7;SEK;;Consumer Goods;SE0009779085;125.220,7;1218443,868;107826,891;BEHOLD
BDVLJ3;Bilia AB Class A;OMX NORDIC STOCKHOLM;SHARE;22-12-1987;13-05-2026;80,1;SEK;12.379,3;Miscellaneous Retail;SE0009921588;216.576,5;17337360,32;1534279,674;BEHOLD
BDVP4H;BioArctic AB Class B;OMX NORDIC STOCKHOLM;SHARE;12-10-2017;13-05-2026;153,0;SEK;27.549,8;Biopharmaceuticals;SE0010323311;193.615,6;29626439,54;2621808,809;BEHOLD
BDZQSX;Rolling Optics Holding AB;OMX NORDIC STOCKHOLM;SHARE;06-03-1992;13-03-2026;5,2;SEK;;Business Services;SE0010520155;79.151,2;411838,8884;36445,91933;FJERN
BDZV6F;LightLab Sweden AB Class B;OMX NORDIC STOCKHOLM;SHARE;25-02-2009;12-03-2020;361,6;SEK;;Electronic Components and Manufacturing;SE0011281823;8.792,7;3179754,595;281394,212;BEHOLD
BDZVKR;Beijer Alma AB Class B;OMX NORDIC STOCKHOLM;SHARE;28-02-1990;13-05-2026;125,9;SEK;17.928,0;Mining and Mineral Products;SE0011090547;37.657,1;4742238,93;419667,1619;BEHOLD
BDZW3N;Matra Petroleum AB;OMX NORDIC STOCKHOLM;SHARE;20-04-2017;13-06-2019;4,8;SEK;;Software and Consulting;SE0009696040;23.950,3;114955,8839;10173,08707;FJERN
BDZZRZ;Ayima Group AB Class B;OMX NORDIC STOCKHOLM;SHARE;29-05-2017;07-06-2024;12,6;SEK;;Business Services;SE0009888506;20.107,9;253194,4034;22406,58437;FJERN
BF01ZZ;Isofol Medical AB;OMX NORDIC STOCKHOLM;SHARE;04-04-2017;13-05-2026;6,6;SEK;204,9;Biopharmaceuticals;SE0009581051;692.513,6;4605036,079;407525,3167;BEHOLD
BF02MH;NextCell Pharma AB;OMX NORDIC STOCKHOLM;SHARE;13-07-2017;13-05-2026;4,9;SEK;81,4;Biopharmaceuticals;SE0009723125;174.124,5;851314,1824;75337,53827;FJERN
BF03Q8;Paxman AB;OMX NORDIC STOCKHOLM;SHARE;12-06-2017;13-05-2026;43,8;SEK;1.308,0;Healthcare Equipment;SE0009806284;15.962,3;699942,3452;61941,80046;FJERN
BF0HND;Urb-it AB;OMX NORDIC STOCKHOLM;SHARE;07-07-2017;06-12-2023;1,9;SEK;;Industrial Services;SE0009921034;4.183.552,0;8046953,5;712119,7787;BEHOLD
BF0WXM;Viking Supply Ships AB Class B;OMX NORDIC STOCKHOLM;SHARE;14-04-1992;13-05-2026;320,6;SEK;1.381,7;Upstream Energy;SE0010820613;6.145,2;1970106,368;174345,6963;BEHOLD
BF12XZ;Metacon AB;OMX NORDIC STOCKHOLM;SHARE;12-10-2018;13-05-2026;1,2;SEK;546,1;Industrial Manufacturing;SE0003086214;3.395.078,0;4237410,432;374992,0736;BEHOLD
BF157Z;Divio Technologies AB Class B;OMX NORDIC STOCKHOLM;SHARE;18-12-2019;13-05-2026;0,5;SEK;42,6;Software and Consulting;SE0011311554;858.590,5;427698,1858;37849,39697;FJERN
BF17YL;Arjo AB Class B;OMX NORDIC STOCKHOLM;SHARE;12-12-2017;13-05-2026;47,9;SEK;8.721,3;Healthcare Equipment;SE0010468116;596.626,8;28573346,43;2528614,728;BEHOLD
BF1F2G;Green Landscaping Group AB;OMX NORDIC STOCKHOLM;SHARE;23-03-2018;13-05-2026;54,6;SEK;2.579,6;Business Services;SE0010985028;50.563,3;2762009,057;244425,5803;BEHOLD
BF1K7P;Essity AB Class B;OMX NORDIC STOCKHOLM;SHARE;15-06-2017;13-05-2026;266,2;SEK;181.144,5;Household Products;SE0009922164;1.418.522,0;377673113,2;33422399,4;BEHOLD
BF1KD8;Ringkjobing Landbobank A/S;OMX NORDIC COPENHAGEN;SHARE;26-11-1987;13-05-2026;496,6;DKK;37.446,8;Banking;DK0060854669;22.709,3;11278509,69;1513893,918;BEHOLD
BF1PMV;Scout Gaming Group AB;OMX NORDIC STOCKHOLM;SHARE;11-12-2017;10-03-2026;3,8;SEK;29,6;Hospitality Services;SE0010521153;182.391,0;690786,2143;61131,52339;FJERN
BF1PV3;KappAhl AB;OMX NORDIC STOCKHOLM;SHARE;23-02-2006;30-10-2019;44,7;SEK;;Consumer Retail;SE0010520981;225.743,1;10101398,73;893929,0915;BEHOLD
BF1Q61;DevPort AB Class B;OMX NORDIC STOCKHOLM;SHARE;07-12-2017;13-05-2026;27,6;SEK;148,1;Consumer Vehicles and Parts;SE0010546622;10.579,8;291926,5356;25834,20669;FJERN
BF1XKG;Unlimit Group A/S;OMX NORDIC COPENHAGEN;SHARE;28-06-2017;13-05-2026;0,7;DKK;91,7;Software and Consulting;DK0060816148;834.933,0;545321,6271;73197,53384;FJERN
BF1YCK;Aspire Global Plc;OMX NORDIC STOCKHOLM;SHARE;12-07-2017;04-07-2022;48,0;SEK;;Hospitality Services;MT0001530105;72.029,3;3457929,333;306011,4454;BEHOLD
BF1Z0W;Intl Petroleum Cor Npv;OMX NORDIC STOCKHOLM;;;;;;;;;;;;FJERN
BF2CVV;Mips AB;OMX NORDIC STOCKHOLM;SHARE;23-03-2017;13-05-2026;368,2;SEK;9.362,0;Consumer Goods;SE0009216278;85.246,8;31390857,72;2777952,01;BEHOLD
BF2FPV;AAK AB;OMX NORDIC STOCKHOLM;SHARE;29-09-2005;13-05-2026;127,2;SEK;68.707,0;Chemical, Plastic and Rubber Materials;SE0011337708;338.402,1;43038622,04;3808727,614;BEHOLD
BF2NPB;GreenMobility A/S;OMX NORDIC COPENHAGEN;SHARE;16-06-2017;13-05-2026;79,8;DKK;739,9;Industrial Services;DK0060817898;3.938,3;314470,7756;42210,84237;FJERN
BF2R05;FlexQube AB;OMX NORDIC STOCKHOLM;SHARE;14-12-2017;13-05-2026;34,5;SEK;179,1;Industrial Manufacturing;SE0010547075;8.588,0;296631,3346;26250,56059;FJERN
BF2XRM;Odico A/S;OMX NORDIC COPENHAGEN;SHARE;02-07-2018;15-03-2024;7,0;DKK;22,1;Business Services;DK0061031036;39.209,9;274644,0361;36864,97128;FJERN
BF2YWV;Railcare Group AB;OMX NORDIC STOCKHOLM;SHARE;08-10-2007;13-05-2026;16,0;SEK;693,6;Industrial Services;SE0010441139;20.095,6;321057,3534;28412,15517;FJERN
BF345V;Alligo AB Class B;OMX NORDIC STOCKHOLM;SHARE;21-06-2017;13-05-2026;97,6;SEK;6.421,3;Industrial Services;SE0009922305;30.305,6;2958994,774;261857,9446;BEHOLD
BF37LJ;Terranet AB Class B;OMX NORDIC STOCKHOLM;SHARE;30-05-2017;13-05-2026;1,8;SEK;159,8;Miscellaneous Retail;SE0009806045;3.468.799,0;6404648,253;566783,0312;BEHOLD
BF3NMS;BONESUPPORT HOLDING AB;OMX NORDIC STOCKHOLM;SHARE;21-06-2017;13-05-2026;110,0;SEK;12.381,5;Healthcare Equipment;SE0009858152;150.693,7;16573398,61;1466672,444;BEHOLD
BF41DR;Done.ai Group AB;OMX NORDIC STOCKHOLM;SHARE;21-12-2017;13-05-2026;6,0;SEK;569,1;Software and Consulting;SE0010546911;85.224,3;513285,9312;45423,53373;FJERN
BF41RR;2cureX AB;OMX NORDIC STOCKHOLM;SHARE;24-11-2017;13-05-2026;9,3;SEK;12,9;Healthcare Equipment;SE0010468124;63.487,0;592187,6264;52405,98464;FJERN
BF4JHG;Happy Helper A/S;OMX NORDIC COPENHAGEN;SHARE;26-04-2018;21-08-2023;1,9;DKK;;Business Services;DK0060990414;15.690,1;30427,26548;4084,196709;FJERN
BF4KX5;Clean Industry Solutions Holding Europe AB;OMX NORDIC STOCKHOLM;SHARE;15-01-2019;30-07-2024;2,5;SEK;6,7;Industrial Manufacturing;SE0011762517;176.424,4;441040,0055;39030,08898;FJERN
BF4PR5;Hypefactors A/S;OMX NORDIC COPENHAGEN;SHARE;03-09-2018;14-05-2024;4,6;DKK;19,5;Software and Consulting;DK0060989911;13.643,9;62294,79543;8361,717507;FJERN
BF4TWW;Netmore Group AB Class B;OMX NORDIC STOCKHOLM;SHARE;14-07-2017;23-02-2024;1,2;SEK;;Telecommunications;SE0009921976;150.266,8;179941,3374;15924,01216;FJERN
BF4V8X;Agtira AB Class B;OMX NORDIC STOCKHOLM;SHARE;27-06-2017;13-05-2026;10,5;SEK;251,1;Food and Tobacco Production;SE0008588354;26.546,6;279511,115;24735,4969;FJERN
BF4VRS;Global Gaming 555 AB;OMX NORDIC STOCKHOLM;SHARE;19-10-2017;11-12-2020;18,2;SEK;;Hospitality Services;SE0002685958;273.346,3;4972059,858;440005,2972;BEHOLD
BF55CR;S2Medical AB Class B;OMX NORDIC STOCKHOLM;SHARE;28-11-2018;13-05-2026;1,1;SEK;9,7;Healthcare Equipment;SE0011725084;2.887.242,0;3175088,478;280981,2813;BEHOLD
BF5KT7;BIMobject AB;OMX NORDIC STOCKHOLM;SHARE;13-01-2014;13-05-2026;8,0;SEK;726,5;Software and Consulting;SE0011644376;187.625,3;1509092,428;133548,0025;BEHOLD
BF8F6L;Balco Group AB;OMX NORDIC STOCKHOLM;SHARE;06-10-2017;13-05-2026;64,0;SEK;398,3;Industrial Services;SE0010323998;31.112,6;1990879,113;176183,9923;BEHOLD
BFB43C;MAG Interactive AB;OMX NORDIC STOCKHOLM;SHARE;08-12-2017;13-05-2026;18,0;SEK;388,1;Software and Consulting;SE0010520908;45.416,0;817524,5128;72347,30202;FJERN
BFC9VL;Ferronordic AB;OMX NORDIC STOCKHOLM;SHARE;27-10-2017;13-05-2026;113,6;SEK;635,6;Industrial Services;SE0005468717;41.801,3;4750269,335;420377,8172;BEHOLD
BFCLBT;Atvexa AB Class B;OMX NORDIC STOCKHOLM;SHARE;13-12-2017;09-09-2022;74,1;SEK;1.037,0;Household Services;SE0010599704;3.811,4;282449,2389;24995,50787;FJERN
BFD2NK;Nyfosa AB;OMX NORDIC STOCKHOLM;SHARE;23-11-2018;13-05-2026;86,3;SEK;15.462,3;Real Estate;SE0011426428;384.673,5;33199181,02;2937980,622;BEHOLD
BFD4XC;Acconeer AB;OMX NORDIC STOCKHOLM;SHARE;11-12-2017;13-05-2026;19,2;SEK;965,2;Electronic Components and Manufacturing;SE0010546242;132.771,1;2555291,347;226131,9776;BEHOLD
BFF5Q0;Lyko Group AB Class A;OMX NORDIC STOCKHOLM;SHARE;12-12-2017;13-05-2026;150,7;SEK;2.137,3;Food and Staples Retail;SE0010468918;11.675,8;1759143,069;155676,3778;BEHOLD
BFFF4S;Enad Global 7 AB;OMX NORDIC STOCKHOLM;SHARE;13-12-2017;13-05-2026;27,2;SEK;1.199,7;Software and Consulting;SE0010520106;241.226,2;6571749,489;581570,7513;BEHOLD
BFM6T3;Fabege AB;OMX NORDIC STOCKHOLM;SHARE;18-08-1992;13-05-2026;75,6;SEK;25.968,3;Real Estate;SE0011166974;849.458,1;64255788,41;5686352,957;BEHOLD
BFNKLG;TCM Group AS;OMX NORDIC COPENHAGEN;SHARE;24-11-2017;13-05-2026;95,9;DKK;702,6;Household Products;DK0060915478;14.344,4;1376270,733;184734,3265;BEHOLD
BFNL3M;IRRAS AB;OMX NORDIC STOCKHOLM;SHARE;22-11-2017;03-11-2023;4,4;SEK;;Healthcare Equipment;SE0008321202;1.508.940,0;6609220,575;584886,7766;BEHOLD
BFSS66;Irisity AB;OMX NORDIC STOCKHOLM;SHARE;23-10-2013;13-05-2026;11,2;SEK;;Software and Consulting;SE0005365681;139.706,8;1570442,742;138977,2338;BEHOLD
BFX09Y;Agillic A/S;OMX NORDIC COPENHAGEN;SHARE;22-03-2018;12-05-2026;20,6;DKK;78,6;Software and Consulting;DK0060955854;4.215,0;86782,63111;11648,67532;FJERN
BFX16S;Liv ihop AB;OMX NORDIC STOCKHOLM;SHARE;23-02-2018;22-10-2021;8,2;SEK;;Healthcare Services;SE0010769356;18.788,1;154163,133;13642,75514;FJERN
BFXTHY;Infrea AB;OMX NORDIC STOCKHOLM;SHARE;20-04-2018;13-05-2026;20,3;SEK;425,8;Industrial Services;SE0010600106;18.486,9;375359,4239;33217,64813;FJERN
BFXY8F;Nederman Holding AB;OMX NORDIC STOCKHOLM;SHARE;16-05-2007;13-05-2026;101,5;SEK;5.955,1;Industrial Manufacturing;SE0011204510;13.546,5;1375135,014;121693,3641;BEHOLD
BFYCP4;Raketech Group Holding Plc;OMX NORDIC STOCKHOLM;SHARE;29-06-2018;13-05-2026;14,0;SEK;197,7;Software and Consulting;MT0001390104;98.232,2;1375247,713;121703,3374;BEHOLD
BFYDWS;Netcompany Group A/S;OMX NORDIC COPENHAGEN;SHARE;07-06-2018;13-05-2026;360,9;DKK;16.388,0;Business Services;DK0060952919;131.606,2;47492795,2;6374871,839;BEHOLD
BFYFDP;I-Tech AB;OMX NORDIC STOCKHOLM;SHARE;28-05-2018;13-05-2026;59,4;SEK;626,3;Chemical, Plastic and Rubber Materials;SE0011167725;20.601,6;1223401,452;108265,6152;BEHOLD
BFYFL2;Mr Green & Co AB;OMX NORDIC STOCKHOLM;SHARE;28-06-2013;15-02-2019;39,3;SEK;;Hospitality Services;SE0010949750;116.155,4;4567229,166;404179,5723;BEHOLD
BFYR3H;ViroGates A/S;OMX NORDIC COPENHAGEN;SHARE;26-06-2018;13-05-2026;43,4;DKK;124,8;Healthcare Equipment;DK0061030574;4.808,1;208708,509;28014,56496;FJERN
BFYR3S;Better Collective A/S;OMX NORDIC STOCKHOLM;SHARE;08-06-2018;13-05-2026;151,7;SEK;6.739,5;Software and Consulting;DK0060952240;68.013,0;10315820,4;912904,46;BEHOLD
BFYWGL;IRLAB Therapeutics AB Class A;OMX NORDIC STOCKHOLM;SHARE;28-02-2017;13-05-2026;27,0;SEK;167,3;Biopharmaceuticals;SE0012675361;57.631,2;1554352,42;137553,3115;BEHOLD
BFZ5BM;Projektengagemang Sweden AB Class B;OMX NORDIC STOCKHOLM;SHARE;19-06-2018;31-07-2025;18,7;SEK;205,4;Industrial Services;SE0011337666;16.389,8;306692,5167;27140,93069;FJERN
BFZCSN;Vitrolife AB;OMX NORDIC STOCKHOLM;SHARE;27-06-2001;13-05-2026;117,9;SEK;18.552,9;Healthcare Equipment;SE0011205202;151.842,5;17897948,79;1583889,274;BEHOLD
BFZNDQ;Infrea Ab Npv;OMX NORDIC STOCKHOLM;;20-04-2018;20-04-2018;19,0;SEK;;;;2.160,0;41040;3631,858407;FJERN
BFZP1R;Seluxit A/S;OMX NORDIC COPENHAGEN;SHARE;09-11-2018;25-06-2024;7,9;DKK;28,9;Utilities;DK0061076130;12.111,9;95292,26901;12790,90859;FJERN
BFZPKB;Dicot Pharma AB;OMX NORDIC STOCKHOLM;SHARE;24-07-2018;13-05-2026;0,6;SEK;616,9;Biopharmaceuticals;SE0011178458;3.696.643,0;2080873,245;184148,0748;BEHOLD
BFZWWH;BuildData Group AB;OMX NORDIC STOCKHOLM;SHARE;15-03-2018;20-10-2023;5,0;SEK;189,5;Real Estate;SE0010869487;85.329,8;426616,9367;37753,71121;FJERN
BG0GNY;Boule Diagnostics AB;OMX NORDIC STOCKHOLM;SHARE;23-06-2011;13-05-2026;22,9;SEK;190,7;Healthcare Equipment;SE0011231158;39.180,7;897200,5132;79398,2755;FJERN
BG0R06;EQL Pharma AB;OMX NORDIC STOCKHOLM;SHARE;17-12-2013;13-05-2026;25,1;SEK;1.606,4;Biopharmaceuticals;SE0005497732;23.930,0;601236,464;53206,76673;FJERN
BG10QP;Midsummer AB;OMX NORDIC STOCKHOLM;SHARE;21-06-2018;13-05-2026;7,6;SEK;464,2;Industrial Manufacturing;SE0011281757;381.605,9;2886536,861;255445,74;BEHOLD
BG44ZS;SP Group A/S;OMX NORDIC COPENHAGEN;SHARE;30-03-1988;13-05-2026;159,4;DKK;4.097,8;Chemical, Plastic and Rubber Materials;DK0061027356;11.278,5;1797502,577;241275,5136;BEHOLD
BG4SNT;Nordic Iron Ore AB;OMX NORDIC STOCKHOLM;SHARE;01-10-2018;13-05-2026;5,0;SEK;368,1;Mining and Mineral Products;SE0011528017;46.041,0;230880,8441;20431,9331;FJERN
BG5QQG;Den Jyske Sparekasse;OMX NORDIC COPENHAGEN;SHARE;22-11-2018;14-01-2021;74,7;DKK;;Banking;DK0060978476;4.839,3;361289,0537;48495,17499;FJERN
BG6LSK;Fast Ejendom Danmark A/S;OMX NORDIC COPENHAGEN;SHARE;27-12-2013;13-05-2026;105,9;DKK;562,7;Real Estate;DK0060522746;1.854,1;196410,6398;26363,84427;FJERN
BGHPRY;Matse Holding AB;OMX NORDIC STOCKHOLM;SHARE;25-04-2014;17-02-2017;11,6;SEK;;Food and Staples Retail;SE0005505880;16.993,2;196965,2226;17430,55067;FJERN
BGHPRZ;Nicoccino Holding AB;OMX NORDIC STOCKHOLM;SHARE;30-06-2014;13-05-2026;5,7;SEK;29,3;Food and Tobacco Production;SE0005506185;9.435,3;54070,7723;4785,024097;FJERN
BGHPS0;Karessa Pharma Holding AB;OMX NORDIC STOCKHOLM;SHARE;10-02-2015;02-03-2020;11,4;SEK;;Biopharmaceuticals;SE0005506193;9.568,5;109132,625;9657,754425;FJERN
BGHPS1;myFC Holding AB;OMX NORDIC STOCKHOLM;SHARE;27-05-2014;27-06-2022;6,8;SEK;;Household Products;SE0005505898;566.280,2;3873671,986;342802,8306;BEHOLD
BGHVXC;Drilling Company of 1972 A/S;OMX NORDIC COPENHAGEN;SHARE;04-04-2019;03-10-2022;291,5;DKK;;Upstream Energy;DK0061135753;115.195,2;33581266,96;4507552,612;BEHOLD
BGL7YN;Scape Technologies A/S;OMX NORDIC COPENHAGEN;SHARE;26-11-2018;13-08-2024;5,5;DKK;33,3;Industrial Manufacturing;DK0061114246;45.308,8;249043,282;33428,62845;FJERN
BGNKK2;Ziccum AB;OMX NORDIC STOCKHOLM;SHARE;25-10-2018;09-01-2025;10,3;SEK;105,8;Healthcare Equipment;SE0011415595;71.318,6;735350,3945;65075,25615;FJERN
BGQV24;Guideline Geo AB;OMX NORDIC STOCKHOLM;SHARE;16-12-2005;13-05-2026;11,4;SEK;113,9;Upstream Energy;SE0005562014;10.581,8;120954,3465;10703,92447;FJERN
BGRX6P;Upsales Technology AB;OMX NORDIC STOCKHOLM;SHARE;24-04-2019;13-05-2026;46,4;SEK;562,4;Software and Consulting;SE0011985514;15.036,2;697163,1865;61695,85722;FJERN
BGSCRG;SkiStar AB Class B;OMX NORDIC STOCKHOLM;SHARE;08-07-1994;13-05-2026;91,6;SEK;12.305,0;Hospitality Services;SE0012141687;69.997,0;6410730,49;567321,2823;BEHOLD
BGV1V7;NTG Nordic Transport Group A/S;OMX NORDIC COPENHAGEN;SHARE;17-06-1996;13-05-2026;431,9;DKK;4.201,3;Industrial Services;DK0061141215;14.544,5;6282469,14;843284,4484;BEHOLD
BGWL4F;C.A.G Group AB;OMX NORDIC STOCKHOLM;SHARE;12-12-2018;13-05-2026;88,8;SEK;756,2;Software and Consulting;SE0011923341;5.510,8;489230,4972;43294,73426;FJERN
BH0WHG;Platzer Fastigheter Holding AB Class B;OMX NORDIC STOCKHOLM;SHARE;29-11-2013;13-05-2026;70,5;SEK;8.884,8;Real Estate;SE0004977692;102.579,1;7232425,612;640037,6648;BEHOLD
BH31X6;Lime Technologies AB;OMX NORDIC STOCKHOLM;SHARE;06-12-2018;13-05-2026;276,6;SEK;3.824,2;Software and Consulting;SE0011870195;21.720,4;6008873,027;531758,675;BEHOLD
BH3N42;InCoax Networks AB;OMX NORDIC STOCKHOLM;SHARE;03-01-2019;13-05-2026;3,7;SEK;96,1;Hardware;SE0009832595;87.445,2;322900,4312;28575,2594;FJERN
BH3W62;Ascelia Pharma AB;OMX NORDIC STOCKHOLM;SHARE;13-03-2019;13-05-2026;12,2;SEK;407,9;Healthcare Equipment;SE0010573113;328.231,8;4020153,546;355765,8005;BEHOLD
BH3WLN;Sanitec Corporation;OMX NORDIC STOCKHOLM;SHARE;10-12-2013;27-02-2015;82,8;SEK;;Mining and Mineral Products;FI4000072772;591.963,5;49024860,21;4338483,204;BEHOLD
BH437C;Gate Ventures PLC;OMX NORDIC COPENHAGEN;SHARE;27-12-2016;22-11-2018;0,1;EUR;;Hospitality Services;GB00BH437C45;6.221,4;858,2318971;858,2318971;FJERN
BH43GF;Jetpak Top Holding AB;OMX NORDIC STOCKHOLM;SHARE;05-12-2018;11-12-2024;82,8;SEK;1.145,6;Industrial Services;SE0012012508;8.876,9;734785,2237;65025,24103;FJERN
BH7XN4;Fynske Bank A/S;OMX NORDIC COPENHAGEN;SHARE;12-10-2001;13-05-2026;98,1;DKK;1.485,7;Banking;DK0060520377;1.178,8;115657,0425;15524,43524;FJERN
BHB1PL;PolyPlank AB;OMX NORDIC STOCKHOLM;SHARE;30-12-2005;25-04-2025;24,6;SEK;14,7;Manufactured Products;SE0005569290;816.272,4;20115694,61;1780149,966;BEHOLD
BHBFF9;Tourn International AB;OMX NORDIC STOCKHOLM;SHARE;18-12-2013;12-05-2026;13,0;SEK;47,6;Business Services;SE0005568482;12.511,5;163080,5369;14431,90592;FJERN
BHBFFY;Hembla AB Class B;OMX NORDIC STOCKHOLM;SHARE;09-04-2014;10-01-2020;110,1;SEK;;Real Estate;SE0005594728;130.248,0;14336293,16;1268698,51;BEHOLD
BHWV25;Viaplay Group AB Class B;OMX NORDIC STOCKHOLM;SHARE;28-03-2019;13-05-2026;58,9;SEK;4.114,9;Software and Consulting;SE0012116390;7.912.630,0;465749666,4;41216784,64;BEHOLD
BJ02J0;Pharma Equity Group A/S Class A;OMX NORDIC COPENHAGEN;SHARE;25-06-2003;13-05-2026;10,3;DKK;114,7;Biopharmaceuticals;DK0061155009;155.100,4;1592479,398;213755,6239;BEHOLD
BJ11BY;STRAX AB;OMX NORDIC STOCKHOLM;SHARE;25-04-2000;08-04-2025;2,4;SEK;15,0;Hardware;SE0012040459;193.091,1;456545,5623;40402,26215;FJERN
BJ1F7W;Ferroamp AB;OMX NORDIC STOCKHOLM;SHARE;22-03-2019;13-05-2026;23,3;SEK;206,6;Industrial Manufacturing;SE0012229920;94.736,6;2209436,331;195525,339;BEHOLD
BJ4GQ4;Doxa AB;OMX NORDIC STOCKHOLM;SHARE;07-04-2014;13-05-2026;2,0;SEK;563,1;Real Estate;SE0005624756;776.514,0;1588151,281;140544,3612;BEHOLD
BJ4XBW;Arcam AB;OMX NORDIC STOCKHOLM;SHARE;14-11-2000;26-01-2018;117,0;SEK;;Industrial Manufacturing;SE0005676160;71.182,8;8326502,525;736858,6306;BEHOLD
BJ7HMX;Tribox Group AB Class B;OMX NORDIC STOCKHOLM;SHARE;08-04-2019;13-05-2026;1,8;SEK;53,1;Chemical, Plastic and Rubber Materials;SE0010600429;246.772,7;439140,4099;38861,98318;FJERN
BJ7W9K;EQT AB;OMX NORDIC STOCKHOLM;SHARE;24-09-2019;13-05-2026;270,0;SEK;426.246,2;Investment Services;SE0012853455;1.178.462,0;318212787,4;28160423,66;BEHOLD
BJ84HW;Troax Group AB Class A;OMX NORDIC STOCKHOLM;SHARE;27-03-2015;13-05-2026;147,9;SEK;8.917,0;Mining and Mineral Products;SE0012729366;66.431,6;9826368,141;869590,101;BEHOLD
BJBMWP;Karnov Group AB;OMX NORDIC STOCKHOLM;SHARE;11-04-2019;13-05-2026;64,1;SEK;10.852,3;Business Services;SE0012323715;160.956,8;10313277,99;912679,4679;BEHOLD
BJCWWV;Nordic LEVEL Group AB Class B;OMX NORDIC STOCKHOLM;SHARE;23-11-1998;13-05-2026;47,5;SEK;126,5;Business Services;SE0012313302;50.916,2;2421033,708;214250,7706;BEHOLD
BJDQWT;OssDsign AB;OMX NORDIC STOCKHOLM;SHARE;24-05-2019;13-05-2026;9,4;SEK;1.254,5;Healthcare Equipment;SE0012570448;221.104,0;2068030,375;183011,5376;BEHOLD
BJFVF0;Stockwik Forvaltning AB;OMX NORDIC STOCKHOLM;SHARE;08-07-1991;13-05-2026;48,0;SEK;144,9;Investment Services;SE0012257970;9.538,0;457602,1473;40495,76524;FJERN
BJJJKB;Signatur Fastigheter AB Class B;OMX NORDIC STOCKHOLM;SHARE;24-11-2008;22-10-2021;629,7;SEK;;Real Estate;SE0013646924;4.052,1;2551629,465;225807,9172;BEHOLD
BJLC5C;Rovsing A/S;OMX NORDIC COPENHAGEN;SHARE;05-12-2006;13-05-2026;203,3;DKK;49,6;Industrial Manufacturing;DK0061152170;1.105,9;224794,1338;30173,70924;FJERN
BJLL64;Swedish Logistic Property AB Class B;OMX NORDIC STOCKHOLM;SHARE;23-03-2022;13-05-2026;33,5;SEK;11.614,5;Real Estate;SE0017565476;219.102,6;7348057,042;650270,5347;BEHOLD
BJLT04;FluoGuide A/S;OMX NORDIC STOCKHOLM;SHARE;07-05-2019;13-05-2026;56,9;SEK;561,5;Healthcare Equipment;DK0061123312;14.895,1;847952,7213;75040,06383;FJERN
