Symbol;Name;Stock Exchange;Sec Type;Date of first trade ;Date (RT Last);Avg Daily Price (LOCAL);Curncy Iso;Market Value in millions ;FR RBICS Name Sector;ISIN;Average Daily Volume;Trading Value Local;Trading Value EUR;Filter
441978;Hellebaek Fabriker Ser'B'Dkk1000;OMX NORDIC COPENHAGEN;SHARE;07-03-1990;21-01-2005;;DKK;;;DK0010026434;;;;FJERN
442083;Hlj Industri Dkk100;OMX NORDIC COPENHAGEN;SHARE;18-06-1991;07-09-2001;;DKK;;Financially Operative Institutions;DK0010189224;;;;FJERN
442378;Axel Johnson Trade AB;OMX NORDIC STOCKHOLM;SHARE;04-01-1989;17-06-1993;;SEK;;Consumer Retail;;;;;FJERN
442547;Falbe-Hansen (G) Dkk100 Ser'C';OMX NORDIC COPENHAGEN;SHARE;15-02-1990;05-11-2004;;DKK;;Consumer Retail;DK0010215912;;;;FJERN
442644;Hilab Ab Ser'B'Sek 5;OMX NORDIC STOCKHOLM;SHARE;20-01-1989;31-10-1995;;SEK;;Real Estate;;;;;FJERN
442686;Hoganas AB Class B;OMX NORDIC STOCKHOLM;SHARE;11-04-1994;18-10-2013;214,1;SEK;;Mining and Mineral Products;SE0000232175;66.134,7;14157201,58;1252849,698;BEHOLD
442818;Renewagy AS;OMX NORDIC COPENHAGEN;SHARE;03-05-1993;16-11-2009;6,7;DKK;;Investment Services;DK0060111367;4.467,1;29954,17725;4020,694934;FJERN
443133;Hoffmann & Sonner 'B'Dkk100;OMX NORDIC COPENHAGEN;SHARE;18-11-1987;24-11-2000;;DKK;;Industrial Services;DK0010010438;;;;FJERN
443663;Asgaard Group A/S;OMX NORDIC COPENHAGEN;SHARE;11-01-1990;12-01-2017;87,4;DKK;;Real Estate;DK0010131309;208,4;18223,69203;2446,133158;FJERN
443706;Dansk Industri Invest A/S;OMX NORDIC COPENHAGEN;SHARE;23-11-1987;07-09-2016;15,6;DKK;;Industrial Manufacturing;DK0010223692;9.746,3;152521,5262;20472,68808;FJERN
444222;Icb Shipping B;OMX NORDIC STOCKHOLM;SHARE;03-05-1993;29-12-1999;;SEK;;Consumer Goods;;;;;FJERN
444561;Intl Plant&Finance Ser'B'Usd10(Regd);OMX NORDIC COPENHAGEN;SHARE;02-02-1988;14-06-2002;;DKK;;Investment Services;DK0010232339;;;;FJERN
444562;Intl Plant&Finance Ser'A'Usd10(Regd);OMX NORDIC COPENHAGEN;SHARE;11-02-1988;25-06-2002;;DKK;;Investment Services;DK0010232255;;;;FJERN
444913;Hufvudstaden AB Class A;OMX NORDIC STOCKHOLM;SHARE;03-10-1989;13-05-2026;112,6;SEK;24.094,1;Real Estate;SE0000170375;300.478,0;33847584,69;2995361,477;BEHOLD
444914;Hufvudstaden AB;OMX NORDIC STOCKHOLM;SHARE;31-08-1989;21-05-1992;;SEK;;Real Estate;SE0000106668;;;;FJERN
444915;Lundin Oil B;OMX NORDIC STOCKHOLM;SHARE;13-12-1991;05-10-2001;;SEK;;Upstream Energy;SE0000100505;;;;FJERN
444961;Hvidbjerg Bank A/S;OMX NORDIC COPENHAGEN;SHARE;22-08-1990;13-05-2026;68,5;DKK;331,0;Banking;DK0060135978;877,1;60086,49788;8065,301729;FJERN
445455;Cemat A/S;OMX NORDIC COPENHAGEN;SHARE;24-11-1987;13-05-2026;0,6;DKK;230,9;Real Estate;DK0010271584;583.440,8;364532,0032;48930,47022;FJERN
446277;Europeinvestment A/S;OMX NORDIC COPENHAGEN;SHARE;20-11-1990;26-09-2008;0,1;DKK;;Investment Services;DK0010143312;0,0;0;0;FJERN
446623;Investor A;OMX NORDIC STOCKHOLM;SHARE;02-01-1985;18-01-1993;;SEK;;Investment Services;;;;;FJERN
447282;Jensen & Moller Invest A/S;OMX NORDIC COPENHAGEN;SHARE;30-03-1988;26-01-2015;4.465,3;DKK;;Real Estate;DK0010020668;1,4;6238,710359;837,4107864;FJERN
447473;Jacobson & Widmark AB;OMX NORDIC STOCKHOLM;SHARE;19-01-1993;04-07-2001;;SEK;;Industrial Services;SE0000107476;;;;FJERN
447940;F.Junckers Ind A/S Dkk100;OMX NORDIC COPENHAGEN;SHARE;02-11-1988;30-03-2004;;DKK;;Mining and Mineral Products;DK0010114131;;;;FJERN
448008;Jutland Telefon Co Dnkr100;OMX NORDIC COPENHAGEN;SHARE;02-01-1985;25-02-1992;;DKK;;Telecommunications;DK0010002922;;;;FJERN
448102;Kalkvaerksgrundene Dkk100;OMX NORDIC COPENHAGEN;SHARE;06-03-1990;01-12-1997;;DKK;;Real Estate;;;;;FJERN
448149;Turnit Ab Ser'B'Sek0.5;OMX NORDIC STOCKHOLM;SHARE;16-04-1998;27-05-2005;;SEK;;Software and Consulting;SE0000108300;;;;FJERN
449182;Regional Inv Fyn Dkk100;OMX NORDIC COPENHAGEN;SHARE;28-02-1991;04-04-2003;;DKK;;Specialty Finance and Services;DK0010158773;;;;FJERN
449396;Kildemoes Cykelfab 'B'Dkk100;OMX NORDIC COPENHAGEN;SHARE;26-11-1987;23-02-1996;;DKK;;Consumer Vehicles and Parts;DK0015214704;;;;FJERN
449434;Kinnevik Industrifoervaltnings AB;OMX NORDIC STOCKHOLM;SHARE;28-03-1990;23-07-2004;;SEK;;Investment Services;SE0000104416;;;;FJERN
449638;Julius Koch Ser'A'Dkk100;OMX NORDIC COPENHAGEN;SHARE;18-06-1991;10-12-1998;;DKK;;Chemical, Plastic and Rubber Materials;DK0010209436;;;;FJERN
449846;Incentive As Dkk50(Regd);OMX NORDIC COPENHAGEN;SHARE;12-08-1987;12-03-2004;;DKK;;Industrial Manufacturing;DK0015087092;;;;FJERN
450059;Kompan A/S Ser'B'Dkk100;OMX NORDIC COPENHAGEN;SHARE;24-11-1987;17-05-2005;;DKK;;Consumer Goods;DK0015337034;;;;FJERN
450109;GN Store Nord A/S;OMX NORDIC COPENHAGEN;SHARE;02-01-1985;13-05-2026;175,7;DKK;15.544,2;Hardware;DK0010272632;637.054,8;111949894,8;15026831,52;BEHOLD
450186;Alm.Brand Pantebre Ser'B'Dkk100;OMX NORDIC COPENHAGEN;SHARE;03-08-1990;16-12-2010;66,5;DKK;;Banking;DK0010136969;2.114,9;140657,9409;18880,26052;FJERN
450233;Korsnas Ab Ord Swkr10 Ser'A';OMX NORDIC STOCKHOLM;SHARE;02-01-1985;26-03-1992;;SEK;;Manufactured Products;;;;;FJERN
450234;Korsnas B;OMX NORDIC STOCKHOLM;SHARE;27-11-1987;20-03-1992;;SEK;;Manufactured Products;SE0000108136;;;;FJERN
450237;Korsnas Cl B AB;OMX NORDIC STOCKHOLM;SHARE;07-06-1989;28-05-1993;;SEK;;Manufactured Products;;;;;FJERN
450238;Korsnas Cl A AB;OMX NORDIC STOCKHOLM;SHARE;07-06-1989;28-05-1993;;SEK;;Manufactured Products;;;;;FJERN
450282;Victor International A/S;OMX NORDIC COPENHAGEN;SHARE;20-09-1996;03-05-2016;109,4;DKK;;Real Estate;DK0010022367;74,7;8169,904047;1096,631416;FJERN
450531;Netwise Ser'B'Npv;OMX NORDIC STOCKHOLM;SHARE;04-10-2000;18-08-2006;;SEK;;Software and Consulting;SE0000558173;;;;FJERN
450532;SN Holding A/S;OMX NORDIC COPENHAGEN;SHARE;17-08-1987;24-05-1996;;DKK;;Industrial Manufacturing;DK0010197169;;;;FJERN
450572;Karolin Invest Sek 10 Ser'B';OMX NORDIC STOCKHOLM;SHARE;18-03-1991;01-02-1996;;SEK;;Consumer Retail;;;;;FJERN
450590;Latour Investment Ser'B'Swkr12.50;OMX NORDIC STOCKHOLM;SHARE;10-05-1989;30-12-1992;;SEK;;Investment Services;SE0000106312;;;;FJERN
450593;Latour AB Investment Class A;OMX NORDIC STOCKHOLM;SHARE;18-11-1988;21-12-1992;;SEK;;Investment Services;SE0000106296;;;;FJERN
450613;Incentive A;OMX NORDIC STOCKHOLM;SHARE;22-07-1991;09-06-1992;;SEK;;Investment Services;;;;;FJERN
450658;J. Lauritzen Holding AS;OMX NORDIC COPENHAGEN;SHARE;29-03-1988;01-03-2001;;DKK;;Upstream Energy;DK0010155324;;;;FJERN
450758;Kjessler & Manner. Sek 10;OMX NORDIC STOCKHOLM;SHARE;14-11-1994;21-08-2000;;SEK;;Industrial Services;;;;;FJERN
451013;Kanthal Ab Ser'B'Sek 5;OMX NORDIC STOCKHOLM;SHARE;21-10-1993;21-08-1997;;SEK;;Mining and Mineral Products;;;;;FJERN
451142;Capio AB;OMX NORDIC STOCKHOLM;SHARE;18-10-2000;17-11-2006;;SEK;;Healthcare Services;SE0000718199;;;;FJERN
451521;Lindab Sek10'B';OMX NORDIC STOCKHOLM;SHARE;17-10-1991;20-07-2001;;SEK;;Mining and Mineral Products;;;;;FJERN
451870;KABE Group AB Class B;OMX NORDIC STOCKHOLM;SHARE;15-02-1995;13-05-2026;162,3;SEK;1.908,0;Consumer Vehicles and Parts;SE0000107724;3.577,5;580762,0275;51394,86969;FJERN
452144;Icb Shipping Sek2.50'A';OMX NORDIC STOCKHOLM;SHARE;11-11-1993;26-01-2001;;SEK;;Consumer Goods;;;;;FJERN
452214;Lodet Fastighets Sek2;OMX NORDIC STOCKHOLM;SHARE;22-03-1993;03-02-1997;;SEK;;Real Estate;;;;;FJERN
452625;Vendsyssel Bank Dkk100(Regd);OMX NORDIC COPENHAGEN;SHARE;21-09-1990;20-03-2002;;DKK;;Banking;DK0010015908;;;;FJERN
452936;Laan & Spar Bank A/S;OMX NORDIC COPENHAGEN;SHARE;11-05-1994;13-05-2026;482,1;DKK;4.632,8;Banking;DK0010201532;142,0;68442,25954;9186,880475;FJERN
453130;Kalmar Industries;OMX NORDIC STOCKHOLM;SHARE;13-07-1994;08-11-2000;;SEK;;Industrial Manufacturing;SE0000102790;;;;FJERN
453306;Linjebuss Ab Sek12.50 Ser'A';OMX NORDIC STOCKHOLM;SHARE;21-04-1993;14-04-1998;;SEK;;Industrial Services;;;;;FJERN
453534;Poulsen Louis 'B'Dkk100;OMX NORDIC COPENHAGEN;SHARE;19-11-1987;08-12-1999;;DKK;;Industrial Manufacturing;;;;;FJERN
453673;Biomar Holdings AS;OMX NORDIC COPENHAGEN;SHARE;08-05-1990;21-04-2008;;DKK;;Food and Tobacco Production;DK0010215243;;;;FJERN
453686;Jp Bank Ser'A'Sek5;OMX NORDIC STOCKHOLM;SHARE;03-10-1989;10-06-1999;;SEK;;Banking;;;;;FJERN
453800;L E Lundbergforetagen AB Class B;OMX NORDIC STOCKHOLM;SHARE;04-01-1989;13-05-2026;297,0;SEK;126.852,0;Investment Services;SE0000108847;138.822,2;41231303,98;3648787,963;BEHOLD
453810;Emil Lundgren Ab Ser'B'Sek5;OMX NORDIC STOCKHOLM;SHARE;08-09-1992;10-02-2000;;SEK;;Industrial Services;;;;;FJERN
453987;Luxonen SA Act. Certificat De Depot Suedois;OMX NORDIC STOCKHOLM;DR;11-11-1991;17-06-2016;66,7;SEK;;Investment Services;SE0000168304;2.331,5;155562,3695;13766,58138;FJERN
454028;Objective A/S Ser'B'Dkk100;OMX NORDIC COPENHAGEN;SHARE;29-03-2001;12-04-2002;;DKK;;Consumer Vehicles and Parts;DK0010011592;;;;FJERN
454047;Orc Group AB;OMX NORDIC STOCKHOLM;SHARE;19-10-2000;09-03-2012;110,4;SEK;;Software and Consulting;SE0000634321;96.960,1;10704515,57;947302,2627;BEHOLD
454223;Luxor A/S Class B;OMX NORDIC COPENHAGEN;SHARE;30-03-1988;13-05-2026;415,8;DKK;755,0;Investment Services;DK0010213628;90,3;37544,57385;5039,540114;FJERN
454789;Flugger Group A/S Class B;OMX NORDIC COPENHAGEN;SHARE;24-11-1987;13-05-2026;380,6;DKK;942,8;Chemical, Plastic and Rubber Materials;DK0010218189;653,4;248694,3078;33381,78628;FJERN
455621;Norrporten Fastigh Sek2;OMX NORDIC STOCKHOLM;SHARE;14-06-1994;09-11-2000;;SEK;;Real Estate;SE0000350696;;;;FJERN
455762;InterMail A/S Class B;OMX NORDIC COPENHAGEN;SHARE;17-06-1993;16-05-2024;19,7;DKK;36,0;Business Services;DK0010212224;1.823,5;35850,9565;4812,208926;FJERN
456081;Maldata Ab Ser'B'Sek2;OMX NORDIC STOCKHOLM;SHARE;05-03-1992;04-04-2000;;SEK;;Telecommunications;;;;;FJERN
456907;Marieberg Tidn. A;OMX NORDIC STOCKHOLM;SHARE;12-06-1987;30-12-1992;;SEK;;Media and Publishing Services;;;;;FJERN
457009;Marieberg Tidning AB;OMX NORDIC STOCKHOLM;SHARE;19-10-1989;07-07-1998;;SEK;;Media and Publishing Services;SE0000103152;;;;FJERN
457095;Martinsson Elektri Ser'B'Sek20;OMX NORDIC STOCKHOLM;SHARE;15-09-1992;29-12-1999;;SEK;;Software and Consulting;;;;;FJERN
457146;Monark Stiga Sek0.50;OMX NORDIC STOCKHOLM;SHARE;26-01-2001;26-01-2001;;SEK;;Consumer Vehicles and Parts;;;;;FJERN
457326;Mols-Linien A/S;OMX NORDIC COPENHAGEN;SHARE;16-09-1994;11-10-2016;36,3;DKK;;Industrial Services;DK0060135465;7.938,5;287876,0405;38641,07926;FJERN
458365;Acrimo AB;OMX NORDIC STOCKHOLM;SHARE;13-04-1999;13-04-1999;;SEK;;Household Products;;;;;FJERN
458770;Systemforum As Dkk10;OMX NORDIC COPENHAGEN;SHARE;06-01-1989;13-03-2001;;DKK;;Software and Consulting;;;;;FJERN
458802;Micro Matic Holding AS;OMX NORDIC COPENHAGEN;SHARE;23-11-1987;14-04-2000;;DKK;;Mining and Mineral Products;DK0010189067;;;;FJERN
458817;Nordifa Gruppen Sek5 Ser'B';OMX NORDIC STOCKHOLM;SHARE;28-06-1994;26-10-2001;;SEK;;Manufactured Products;;;;;FJERN
458882;Danske Bank A/S;OMX NORDIC COPENHAGEN;SHARE;02-01-1985;13-05-2026;152,0;DKK;259.658,4;Banking;DK0010274414;1.973.865,0;300040704,9;40273920,12;BEHOLD
458908;Midtbank Dkk100;OMX NORDIC COPENHAGEN;SHARE;19-08-1987;05-07-2001;;DKK;;Banking;DK0010001528;;;;FJERN
458974;HAKI Safety AB Class B;OMX NORDIC STOCKHOLM;SHARE;17-04-1991;13-05-2026;21,8;SEK;620,1;Investment Services;SE0000122673;9.249,3;201814,7076;17859,70864;FJERN
459192;Bioscan A/S Dkk5;OMX NORDIC COPENHAGEN;SHARE;15-05-1990;08-02-2007;;DKK;;Business Services;DK0010147065;;;;FJERN
459573;Genmab A/S;OMX NORDIC COPENHAGEN;SHARE;18-10-2000;13-05-2026;1.141,6;DKK;124.901,7;Biopharmaceuticals;DK0010272202;195.817,2;223550398,4;30006764,89;BEHOLD
460174;Mons Bank A/S;OMX NORDIC COPENHAGEN;SHARE;25-11-1987;13-05-2026;148,5;DKK;736,0;Banking;DK0060133841;892,6;132557,8608;17793,00145;FJERN
460425;Morso Bank Dkk100;OMX NORDIC COPENHAGEN;SHARE;17-11-1987;04-11-2010;574,1;DKK;;Banking;DK0010017797;36,1;20709,39839;2779,785019;FJERN
460689;Motortramp 'B'Dkk100;OMX NORDIC COPENHAGEN;SHARE;28-08-1989;28-12-2000;;DKK;;Investment Services;DK0010138825;;;;FJERN
460975;Munksjo;OMX NORDIC STOCKHOLM;SHARE;06-12-1993;25-04-2002;;SEK;;Manufactured Products;SE0000220824;;;;FJERN
461101;Munksjo Ab Ser'A'Free Swkr5;OMX NORDIC STOCKHOLM;SHARE;11-08-1987;31-01-1991;;SEK;;Manufactured Products;;;;;FJERN
461302;Nobel Industrier Ser'B' - Swkr5;OMX NORDIC STOCKHOLM;SHARE;05-10-1993;17-03-1994;;SEK;;Chemical, Plastic and Rubber Materials;SE0000196032;;;;FJERN
461556;Hoist Intl Ab Ser B Sek0.65;OMX NORDIC STOCKHOLM;SHARE;12-03-1998;16-07-2004;;SEK;;Specialty Finance and Services;SE0000110322;;;;FJERN
461567;Nobel Industrier Rest;OMX NORDIC STOCKHOLM;SHARE;24-09-1986;04-10-1993;;SEK;;Chemical, Plastic and Rubber Materials;;;;;FJERN
461716;Ncb Ab Ser'B'Swkr1;OMX NORDIC STOCKHOLM;SHARE;05-04-1990;30-05-1994;;SEK;;Consumer Retail;;;;;FJERN
461786;NeoNet AB;OMX NORDIC STOCKHOLM;SHARE;20-10-2000;07-06-2010;16,5;SEK;;Investment Services;SE0000706913;97.438,9;1608758,782;142368,0338;BEHOLD
462078;JLT Mobile Computers AB;OMX NORDIC STOCKHOLM;SHARE;19-10-2000;13-05-2026;3,5;SEK;62,0;Hardware;SE0000725624;33.671,8;117488,1545;10397,18182;FJERN
462245;Nobel Industrier Swkr5 'A';OMX NORDIC STOCKHOLM;SHARE;21-12-1987;17-03-1994;;SEK;;Chemical, Plastic and Rubber Materials;;;;;FJERN
462457;Nesa Dkk100;OMX NORDIC COPENHAGEN;SHARE;06-08-1991;29-05-2006;;DKK;;Utilities;DK0010173814;;;;FJERN
463426;Norhaven Ser'B'Dkk100;OMX NORDIC COPENHAGEN;SHARE;23-07-1990;21-03-2006;;DKK;;Business Services;DK0010159581;;;;FJERN
463532;Centrecourt Ab Sek1;OMX NORDIC STOCKHOLM;SHARE;26-10-2000;30-04-2002;;SEK;;Investment Services;SE0000519928;;;;FJERN
464461;Jp Nordiska Sek5;OMX NORDIC STOCKHOLM;SHARE;10-05-1989;14-03-2003;;SEK;;Investment Services;SE0000211682;;;;FJERN
464474;Nordstrom & Thulin Sek5 Ser'B';OMX NORDIC STOCKHOLM;SHARE;04-12-1987;31-03-1998;;SEK;;Industrial Services;SE0000109985;;;;FJERN
464503;Nordisk Solar Co 'C'Dkk100;OMX NORDIC COPENHAGEN;SHARE;18-11-1987;10-05-1999;;DKK;;Industrial Services;DK0010005941;;;;FJERN
464504;Nordisk Solar Co Ser'O'Dkk100;OMX NORDIC COPENHAGEN;SHARE;18-11-1987;25-04-2006;;DKK;;Industrial Services;DK0010253251;;;;FJERN
464539;Norresundby Bank A/S;OMX NORDIC COPENHAGEN;SHARE;22-01-1990;08-04-2015;194,8;DKK;;Banking;DK0060135549;1.215,4;236790,4425;31783,95201;FJERN
464571;Ncc 'A'Swkr25;OMX NORDIC STOCKHOLM;SHARE;10-05-1989;07-08-1992;;SEK;;;;;;;FJERN
464574;NCC AB Class B;OMX NORDIC STOCKHOLM;SHARE;10-05-1989;13-05-2026;137,1;SEK;21.533,9;Industrial Services;SE0000117970;353.609,2;48494460,74;4291545,198;BEHOLD
464791;Nk(Nordiska Komp.) Swkr5;OMX NORDIC STOCKHOLM;SHARE;30-10-1990;09-07-1993;;SEK;;Food and Staples Retail;;;;;FJERN
466076;Ostjydsk Bank A/S;OMX NORDIC COPENHAGEN;SHARE;12-12-1990;22-02-2018;27,2;DKK;;Banking;DK0010017607;94.504,8;2565927,633;344419,8165;BEHOLD
466146;Orrefors Kosta Boda AB;OMX NORDIC STOCKHOLM;SHARE;11-03-1988;16-12-1996;;SEK;;Consumer Goods;SE0000239089;;;;FJERN
466446;Ostgota Enskild Bk Sek10;OMX NORDIC STOCKHOLM;SHARE;24-04-1987;19-06-1997;;SEK;;Banking;;;;;FJERN
466448;Arkil Holding A/S Class B;OMX NORDIC COPENHAGEN;SHARE;11-09-1987;02-07-2019;818,0;DKK;;Industrial Services;DK0010025113;328,1;268353,4861;36020,60216;FJERN
466549;Plm Ab 'B'Swkr25;OMX NORDIC STOCKHOLM;SHARE;14-08-1987;10-10-1988;;SEK;;Industrial Services;;;;;FJERN
466802;Pricer AB Class B;OMX NORDIC STOCKHOLM;SHARE;09-10-1996;13-05-2026;10,4;SEK;678,1;Hardware;SE0000233934;383.469,7;3994289,42;353476,9398;BEHOLD
467712;Obel Cw Dkk100 Ser'B';OMX NORDIC COPENHAGEN;SHARE;19-05-1995;28-09-2001;;DKK;;Investment Services;;;;;FJERN
467760;Hedegaard Dkk100;OMX NORDIC COPENHAGEN;SHARE;30-03-1988;24-11-2008;756,0;DKK;;Food and Tobacco Production;DK0010206929;0,0;0;0;FJERN
468244;Perstorp B;OMX NORDIC STOCKHOLM;SHARE;28-02-1985;16-10-1992;;SEK;;Chemical, Plastic and Rubber Materials;;;;;FJERN
468245;Perstorp AB Class B;OMX NORDIC STOCKHOLM;SHARE;28-02-1985;20-07-2001;;SEK;;Chemical, Plastic and Rubber Materials;SE0000110736;;;;FJERN
468297;Freetel Ab Ser'A'Sek0.10;OMX NORDIC STOCKHOLM;SHARE;03-05-1993;15-03-2000;;SEK;;Software and Consulting;SE0000111155;;;;FJERN
468532;Spectra-Physics A;OMX NORDIC STOCKHOLM;SHARE;24-08-1988;23-04-1999;;SEK;;Electronic Components and Manufacturing;SE0000110819;;;;FJERN
468683;Phonix 'C'Dkk100;OMX NORDIC COPENHAGEN;SHARE;25-01-1990;19-06-1997;;DKK;;Industrial Services;;;;;FJERN
469035;Piren Ab Ser'B'Swkr10;OMX NORDIC STOCKHOLM;SHARE;23-02-1990;01-06-1992;;SEK;;Real Estate;;;;;FJERN
469123;Platzer Fastigh.Ab Ser'B'Sek10;OMX NORDIC STOCKHOLM;SHARE;13-12-1991;03-08-2001;;SEK;;Real Estate;;;;;FJERN
469935;Procordia Ab Swkr25 Ser'B';OMX NORDIC STOCKHOLM;SHARE;09-10-1990;02-10-1992;;SEK;;Biopharmaceuticals;;;;;FJERN
470442;Procordia A;OMX NORDIC STOCKHOLM;SHARE;27-07-1989;02-10-1992;;SEK;;Biopharmaceuticals;;;;;FJERN
470499;Programator AB Class B;OMX NORDIC STOCKHOLM;SHARE;25-08-1988;26-06-1996;;SEK;;Real Estate;SE0000111353;;;;FJERN
470517;Bahco B;OMX NORDIC STOCKHOLM;SHARE;09-09-1987;21-01-1992;;SEK;;Industrial Manufacturing;SE0000111437;;;;FJERN
470557;Providentia Forval Ser'B'Free Swkr25;OMX NORDIC STOCKHOLM;SHARE;29-05-1985;11-02-1992;;SEK;;Investment Services;SE0000111775;;;;FJERN
470559;Providentia A;OMX NORDIC STOCKHOLM;SHARE;02-01-1985;09-07-1992;;SEK;;Investment Services;;;;;FJERN
470561;Providentia A Fria;OMX NORDIC STOCKHOLM;SHARE;13-08-1987;10-06-1992;;SEK;;Investment Services;SE0000111767;;;;FJERN
470577;Proventus AB Class B;OMX NORDIC STOCKHOLM;SHARE;23-12-1987;09-06-1995;;SEK;;Investment Services;;;;;FJERN
471126;Kansas Wenaas AS Class B;OMX NORDIC COPENHAGEN;SHARE;03-08-1990;24-09-1999;;DKK;;Consumer Goods;DK0010217967;;;;FJERN
472009;Radiometer A/S Class B;OMX NORDIC COPENHAGEN;SHARE;29-03-1988;17-03-2004;;DKK;;Healthcare Services;DK0010052786;;;;FJERN
472386;Randers Reb A/S Ser'O'Dkk20;OMX NORDIC COPENHAGEN;SHARE;30-03-1988;14-12-2004;;DKK;;Mining and Mineral Products;DK0010196864;;;;FJERN
472608;Martin Gruppen A/S;OMX NORDIC COPENHAGEN;SHARE;09-10-1995;02-07-2001;;DKK;;Industrial Manufacturing;DK0010216720;;;;FJERN
472641;NTR Holding A/S Class B;OMX NORDIC COPENHAGEN;SHARE;20-11-1987;16-01-2026;6,3;DKK;10,0;Industrial Services;DK0010027671;1.983,8;12474,02182;1674,365345;FJERN
472731;Rationel Vinduer 'B'Dkk100;OMX NORDIC COPENHAGEN;SHARE;20-11-1987;15-04-1997;;DKK;;Mining and Mineral Products;DK0010061183;;;;FJERN
472732;Rationel Vinduer 'A'Dkk100;OMX NORDIC COPENHAGEN;SHARE;20-11-1987;24-04-1997;;DKK;;Mining and Mineral Products;DK0010040856;;;;FJERN
473007;Regnbagen Fastighe Ser'B'Swkr0.40;OMX NORDIC STOCKHOLM;SHARE;13-06-1989;26-06-1996;;SEK;;Real Estate;;;;;FJERN
473247;Maconomy A/S Dkk2;OMX NORDIC COPENHAGEN;SHARE;08-12-2000;18-08-2010;10,1;DKK;;Hardware;DK0010274174;46.657,2;471635,3016;63306,75189;FJERN
473770;RIAS A/S Class B;OMX NORDIC COPENHAGEN;SHARE;04-10-1989;13-05-2026;496,6;DKK;151,1;Industrial Services;DK0010125848;99,7;49539,24336;6649,562867;FJERN
473891;Dantruck Ser'B'Dkk15.75;OMX NORDIC COPENHAGEN;SHARE;16-07-1992;24-09-2010;37,4;DKK;;Industrial Manufacturing;DK0010182138;1.473,6;55068,28239;7391,715757;FJERN
473981;BioPorto A/S;OMX NORDIC COPENHAGEN;SHARE;18-11-1987;13-05-2026;2,5;DKK;505,0;Healthcare Equipment;DK0011048619;511.774,5;1295146,704;173845,1951;BEHOLD
474109;Knud I Larsen(Rede Dkk100;OMX NORDIC COPENHAGEN;SHARE;09-08-1991;27-10-1998;;DKK;;Industrial Services;;;;;FJERN
475383;Rottneros AB;OMX NORDIC STOCKHOLM;SHARE;13-11-1991;13-05-2026;5,6;SEK;774,3;Manufactured Products;SE0000112252;328.772,5;1850570,319;163767,2849;BEHOLD
475488;Royal Copenhagen 'B'Dkk100;OMX NORDIC COPENHAGEN;SHARE;01-10-1987;16-12-1997;;DKK;;Consumer Goods;;;;;FJERN
476436;S Dyrup & Co 'B'Dkk100;OMX NORDIC COPENHAGEN;SHARE;25-11-1987;04-06-1996;;DKK;;Chemical, Plastic and Rubber Materials;DK0010009182;;;;FJERN
476671;Saab-Scania Ab Ser'A'Swkr25;OMX NORDIC STOCKHOLM;SHARE;11-08-1987;30-07-1991;;SEK;;Consumer Vehicles and Parts;;;;;FJERN
476673;Saab AB;OMX NORDIC STOCKHOLM;SHARE;11-08-1987;01-08-1991;;SEK;;Consumer Vehicles and Parts;SE0000112377;;;;FJERN
476674;Saab AB;OMX NORDIC STOCKHOLM;SHARE;14-10-1987;29-07-1991;;SEK;;Consumer Vehicles and Parts;;;;;FJERN
476710;Skf Ab 'B'Swkr12.5;OMX NORDIC STOCKHOLM;SHARE;23-05-1989;17-09-1992;;SEK;;Mining and Mineral Products;SE0000108219;;;;FJERN
477074;Catella AB Class B;OMX NORDIC STOCKHOLM;SHARE;09-12-1992;13-05-2026;19,9;SEK;2.526,8;Investment Services;SE0000188518;87.320,8;1739290,025;153919,4713;BEHOLD
477172;Solitair Sek5;OMX NORDIC STOCKHOLM;SHARE;13-11-1991;30-10-1998;;SEK;;Real Estate;;;;;FJERN
477179;Salling Bank A/S;OMX NORDIC COPENHAGEN;SHARE;21-09-1990;28-10-2020;203,4;DKK;;Banking;DK0010017367;526,8;107135,4231;14380,59371;FJERN
477233;Sandblom & Stohne Sek10 Ser'B';OMX NORDIC STOCKHOLM;SHARE;18-08-1987;06-02-1998;;SEK;;Financially Operative Institutions;;;;;FJERN
477311;Samson Group A/S Dkk100;OMX NORDIC COPENHAGEN;SHARE;19-11-1990;15-05-2003;;DKK;;;DK0010160837;;;;FJERN
477357;Sanistaal A/S;OMX NORDIC COPENHAGEN;SHARE;30-03-1988;30-01-2023;67,3;DKK;;Industrial Services;DK0010245661;6.112,3;411628,2736;55252,11726;FJERN
477467;Sandvik Ab Ser'A'Swkr25;OMX NORDIC STOCKHOLM;SHARE;19-06-1986;23-06-1992;;SEK;;;;;;;FJERN
477819;Se 2000 A/S Dkk8 Ser'B';OMX NORDIC COPENHAGEN;SHARE;19-05-1989;10-09-2001;;DKK;;Media and Publishing Services;;;;;FJERN
477874;SIX AB Class B;OMX NORDIC STOCKHOLM;SHARE;05-12-2000;12-12-2008;55,0;SEK;;Investment Services;SE0000558652;0,0;0;0;FJERN
477965;Schades A/S;OMX NORDIC COPENHAGEN;SHARE;25-11-1987;29-09-1999;;DKK;;Manufactured Products;DK0010232842;;;;FJERN
480612;Siab Ab Ser'A'Sek25;OMX NORDIC STOCKHOLM;SHARE;10-09-1987;30-06-1997;;SEK;;Industrial Services;;;;;FJERN
